Id,Label
1422,1422
1448,1448
1470,1470
1494,1494
1498,1498
1525,1525
1543,1543
1555,1555
1606,1606
1639,1639
1647,1647
1675,1675
1681,1681
1706,1706
1714,1714
1717,1717
26,26
47,47
55,55
101,101
110,110
146,146
165,165
175,175
177,177
191,191
195,195
211,211
255,255
264,264
271,271
298,298
339,339
357,357
401,401
403,403
407,407
453,453
483,483
502,502
532,532
536,536
584,584
617,617
625,625
626,626
653,653
660,660
680,680
681,681
699,699
713,713
714,714
717,717
718,718
735,735
750,750
795,795
833,833
837,837
838,838
867,867
868,868
896,896
904,904
979,979
1008,1008
1018,1018
1023,1023
1042,1042
1063,1063
1066,1066
1084,1084
1103,1103
1118,1118
1130,1130
1138,1138
1144,1144
1145,1145
1176,1176
1206,1206
1225,1225
1264,1264
1267,1267
1274,1274
1280,1280
1289,1289
1309,1309
1311,1311
1404,1404
1431,1431
1486,1486
1487,1487
1528,1528
1531,1531
1538,1538
1586,1586
1624,1624
1657,1657
1666,1666
1676,1676
1705,1705
1728,1728
1734,1734
1752,1752
5,5
12,12
18,18
19,19
27,27
54,54
59,59
75,75
87,87
91,91
118,118
128,128
157,157
204,204
223,223
231,231
244,244
247,247
276,276
280,280
292,292
299,299
307,307
332,332
350,350
351,351
352,352
360,360
369,369
376,376
389,389
411,411
417,417
418,418
419,419
422,422
440,440
476,476
498,498
521,521
524,524
526,526
550,550
566,566
576,576
590,590
594,594
642,642
644,644
655,655
674,674
675,675
695,695
764,764
772,772
774,774
793,793
814,814
815,815
843,843
876,876
895,895
908,908
934,934
957,957
1019,1019
1031,1031
1033,1033
1036,1036
1059,1059
1070,1070
1075,1075
1123,1123
1125,1125
1209,1209
1248,1248
1262,1262
1269,1269
1300,1300
1303,1303
1305,1305
1323,1323
1337,1337
1347,1347
1362,1362
1370,1370
1380,1380
1413,1413
1463,1463
1472,1472
1477,1477
1479,1479
1483,1483
1515,1515
1522,1522
1547,1547
1565,1565
1566,1566
1573,1573
1599,1599
1601,1601
1610,1610
1627,1627
1629,1629
1630,1630
4,4
8,8
20,20
22,22
25,25
50,50
60,60
65,65
71,71
82,82
83,83
98,98
132,132
135,135
137,137
158,158
194,194
207,207
212,212
216,216
272,272
287,287
295,295
300,300
316,316
325,325
330,330
335,335
338,338
341,341
366,366
375,375
380,380
416,416
444,444
479,479
495,495
496,496
503,503
545,545
554,554
555,555
564,564
615,615
620,620
629,629
636,636
656,656
658,658
664,664
678,678
679,679
685,685
692,692
700,700
701,701
720,720
725,725
728,728
732,732
769,769
771,771
775,775
780,780
799,799
810,810
817,817
832,832
839,839
842,842
852,852
865,865
883,883
884,884
901,901
902,902
921,921
933,933
955,955
982,982
993,993
1006,1006
1026,1026
1043,1043
1054,1054
1073,1073
1074,1074
1081,1081
1087,1087
1096,1096
1126,1126
1141,1141
1150,1150
1195,1195
1199,1199
1200,1200
1216,1216
1218,1218
1224,1224
1231,1231
1236,1236
1253,1253
1312,1312
1316,1316
1317,1317
1325,1325
1349,1349
1359,1359
1360,1360
1375,1375
1387,1387
1388,1388
1389,1389
1390,1390
1391,1391
1392,1392
1393,1393
1394,1394
1395,1395
1396,1396
1397,1397
1398,1398
1399,1399
1400,1400
1406,1406
1410,1410
1419,1419
1429,1429
1459,1459
1471,1471
1530,1530
1545,1545
1572,1572
1593,1593
1628,1628
1667,1667
1672,1672
1695,1695
1707,1707
1719,1719
1726,1726
1739,1739
10,10
13,13
14,14
21,21
29,29
30,30
33,33
34,34
35,35
39,39
42,42
58,58
67,67
69,69
78,78
88,88
90,90
96,96
114,114
123,123
124,124
134,134
148,148
152,152
153,153
168,168
184,184
188,188
192,192
220,220
229,229
230,230
241,241
245,245
250,250
253,253
265,265
282,282
283,283
290,290
318,318
323,323
327,327
329,329
334,334
337,337
343,343
348,348
354,354
361,361
371,371
391,391
392,392
394,394
425,425
445,445
449,449
452,452
458,458
461,461
463,463
474,474
492,492
494,494
507,507
511,511
514,514
519,519
530,530
546,546
556,556
567,567
578,578
591,591
611,611
627,627
633,633
637,637
640,640
665,665
683,683
726,726
731,731
742,742
748,748
749,749
752,752
762,762
767,767
770,770
776,776
781,781
786,786
787,787
798,798
801,801
809,809
820,820
830,830
848,848
854,854
860,860
873,873
885,885
886,886
892,892
894,894
911,911
914,914
916,916
952,952
953,953
958,958
963,963
976,976
991,991
1002,1002
1017,1017
1050,1050
1062,1062
1072,1072
1077,1077
1085,1085
1091,1091
1110,1110
1111,1111
1117,1117
1131,1131
1133,1133
1151,1151
1184,1184
1185,1185
1193,1193
1223,1223
1227,1227
1251,1251
1265,1265
1282,1282
1291,1291
1294,1294
1308,1308
1322,1322
1324,1324
1338,1338
1340,1340
1344,1344
1366,1366
1376,1376
1378,1378
1425,1425
1428,1428
1433,1433
1434,1434
1440,1440
1456,1456
1464,1464
1484,1484
1492,1492
1510,1510
1514,1514
1519,1519
1520,1520
1527,1527
1533,1533
1544,1544
1552,1552
1564,1564
1582,1582
1597,1597
1636,1636
1659,1659
1670,1670
1680,1680
1701,1701
1725,1725
1735,1735
1737,1737
1738,1738
1745,1745
