Id,Label
4877,4877
7459,7459
8254,8254
12155,12155
22598,22598
24932,24932
888,888
1520,1520
6468,6468
6627,6627
7007,7007
7712,7712
10711,10711
13614,13614
14102,14102
18517,18517
18676,18676
23351,23351
23689,23689
24114,24114
2465,2465
2592,2592
3977,3977
5055,5055
5993,5993
9265,9265
12334,12334
19890,19890
20341,20341
21560,21560
17309,17309
24833,24833
543,543
1958,1958
2193,2193
3917,3917
6858,6858
8148,8148
9092,9092
12478,12478
15366,15366
18125,18125
18398,18398
19675,19675
21806,21806
23693,23693
26196,26196
7893,7893
593,593
5510,5510
9360,9360
12627,12627
16778,16778
18037,18037
18051,18051
13385,13385
19578,19578
12386,12386
13333,13333
23896,23896
8978,8978
9017,9017
15170,15170
15455,15455
16589,16589
2255,2255
3056,3056
6158,6158
7307,7307
7324,7324
8365,8365
9023,9023
11444,11444
12324,12324
12472,12472
13831,13831
14746,14746
16128,16128
17075,17075
18875,18875
19900,19900
20000,20000
20806,20806
21944,21944
21968,21968
23302,23302
23665,23665
23758,23758
24722,24722
12045,12045
12287,12287
14181,14181
20257,20257
21613,21613
7510,7510
197,197
8851,8851
1343,1343
2991,2991
8299,8299
15416,15416
18088,18088
25286,25286
1254,1254
3420,3420
10130,10130
2250,2250
3243,3243
7985,7985
11015,11015
12085,12085
14767,14767
16056,16056
16994,16994
17414,17414
19216,19216
20534,20534
21776,21776
21860,21860
25205,25205
178,178
1248,1248
1403,1403
2368,2368
2420,2420
16210,16210
18681,18681
20641,20641
24762,24762
2307,2307
6934,6934
22423,22423
231,231
345,345
1186,1186
1234,1234
1841,1841
1997,1997
2404,2404
2450,2450
2980,2980
3409,3409
5134,5134
5578,5578
8503,8503
9341,9341
9889,9889
12503,12503
13060,13060
13597,13597
16611,16611
18208,18208
18543,18543
18866,18866
22421,22421
22937,22937
23363,23363
23628,23628
25053,25053
25251,25251
2982,2982
4036,4036
4115,4115
12938,12938
13032,13032
19215,19215
21432,21432
22726,22726
22834,22834
22966,22966
23511,23511
25528,25528
25836,25836
14376,14376
8710,8710
22483,22483
1375,1375
2846,2846
5555,5555
5564,5564
5787,5787
9721,9721
10158,10158
10942,10942
13600,13600
13929,13929
21075,21075
21316,21316
22900,22900
23637,23637
23770,23770
25143,25143
25601,25601
25980,25980
17394,17394
18924,18924
3113,3113
8312,8312
10765,10765
17538,17538
25978,25978
1172,1172
5674,5674
26194,26194
375,375
1838,1838
12733,12733
7188,7188
896,896
921,921
1508,1508
6815,6815
7209,7209
8279,8279
13008,13008
18605,18605
21158,21158
4632,4632
7844,7844
11053,11053
11148,11148
13411,13411
14512,14512
16594,16594
16722,16722
16726,16726
16876,16876
19954,19954
19992,19992
20391,20391
20774,20774
23403,23403
4870,4870
5175,5175
8282,8282
22046,22046
2449,2449
4766,4766
3561,3561
4868,4868
8352,8352
10456,10456
15365,15365
16931,16931
17778,17778
2556,2556
19159,19159
21699,21699
25382,25382
8701,8701
523,523
5464,5464
7774,7774
17379,17379
18008,18008
23385,23385
25868,25868
26170,26170
1310,1310
2922,2922
3651,3651
6891,6891
10162,10162
10620,10620
11112,11112
13174,13174
14864,14864
17536,17536
23153,23153
24340,24340
11102,11102
18592,18592
22765,22765
1896,1896
6838,6838
25220,25220
4180,4180
10055,10055
12637,12637
1832,1832
4383,4383
7014,7014
9397,9397
14344,14344
14385,14385
21379,21379
24163,24163
4416,4416
9241,9241
2620,2620
3679,3679
4364,4364
5712,5712
13955,13955
14003,14003
15235,15235
18227,18227
19445,19445
19495,19495
20168,20168
23967,23967
1116,1116
15399,15399
18222,18222
21287,21287
23227,23227
4624,4624
5355,5355
6863,6863
12606,12606
12968,12968
15770,15770
21322,21322
22265,22265
22336,22336
23099,23099
23880,23880
25111,25111
4319,4319
12758,12758
22023,22023
14337,14337
5849,5849
10763,10763
11121,11121
11194,11194
15799,15799
16511,16511
16575,16575
16945,16945
21157,21157
2326,2326
10253,10253
13190,13190
14325,14325
19048,19048
20182,20182
3595,3595
18174,18174
17850,17850
20620,20620
12380,12380
3197,3197
6160,6160
8589,8589
9417,9417
9829,9829
14638,14638
14924,14924
15972,15972
17228,17228
18940,18940
19090,19090
19475,19475
20207,20207
22644,22644
22790,22790
24001,24001
25228,25228
9710,9710
3345,3345
3430,3430
5266,5266
5995,5995
7999,7999
8047,8047
8178,8178
8868,8868
10824,10824
15144,15144
19107,19107
19806,19806
22439,22439
23304,23304
24431,24431
11077,11077
10211,10211
14972,14972
15300,15300
17158,17158
17162,17162
17403,17403
20149,20149
20519,20519
21389,21389
22951,22951
23912,23912
23918,23918
25589,25589
6895,6895
3076,3076
7444,7444
8972,8972
17308,17308
20574,20574
21629,21629
245,245
4983,4983
13480,13480
14562,14562
15912,15912
16976,16976
19974,19974
22245,22245
414,414
1044,1044
4975,4975
5809,5809
12587,12587
16123,16123
20303,20303
4451,4451
9983,9983
15205,15205
15666,15666
15667,15667
19093,19093
21031,21031
24330,24330
5840,5840
6732,6732
8614,8614
13847,13847
15081,15081
22609,22609
3310,3310
5143,5143
9735,9735
17396,17396
26138,26138
4700,4700
5606,5606
1386,1386
1738,1738
2566,2566
2720,2720
5634,5634
9870,9870
16779,16779
24475,24475
25931,25931
1817,1817
3725,3725
5366,5366
15911,15911
9800,9800
26141,26141
18001,18001
22177,22177
25480,25480
1425,1425
2501,2501
2823,2823
5136,5136
7105,7105
7317,7317
9127,9127
14615,14615
17089,17089
19454,19454
22758,22758
23841,23841
3207,3207
7125,7125
20683,20683
25419,25419
2591,2591
8932,8932
9188,9188
9773,9773
13713,13713
19179,19179
14818,14818
26190,26190
3839,3839
13615,13615
16674,16674
7042,7042
9269,9269
11661,11661
21994,21994
9943,9943
10096,10096
15614,15614
16368,16368
17285,17285
21407,21407
8715,8715
21142,21142
21167,21167
284,284
6427,6427
16835,16835
18677,18677
21696,21696
25854,25854
25940,25940
9485,9485
10435,10435
14698,14698
21823,21823
811,811
9964,9964
11919,11919
15123,15123
17021,17021
19517,19517
22989,22989
23485,23485
8069,8069
2127,2127
11712,11712
10871,10871
15829,15829
16106,16106
17207,17207
17670,17670
18286,18286
18612,18612
19234,19234
19724,19724
22876,22876
3412,3412
894,894
4814,4814
5441,5441
5717,5717
5934,5934
9075,9075
10623,10623
11223,11223
11491,11491
12659,12659
14351,14351
19807,19807
21324,21324
21665,21665
22734,22734
22778,22778
23246,23246
25698,25698
7615,7615
12806,12806
1620,1620
3922,3922
9133,9133
9895,9895
9907,9907
11791,11791
18457,18457
19131,19131
19997,19997
21491,21491
22426,22426
22791,22791
25158,25158
25316,25316
352,352
3996,3996
10555,10555
15850,15850
19101,19101
20533,20533
21943,21943
22603,22603
23513,23513
25034,25034
1280,1280
5851,5851
11591,11591
13520,13520
16921,16921
21646,21646
17559,17559
1674,1674
3323,3323
8680,8680
9184,9184
13813,13813
19204,19204
19206,19206
19657,19657
20373,20373
23204,23204
409,409
2474,2474
4241,4241
6746,6746
10476,10476
16568,16568
21771,21771
24620,24620
2081,2081
2664,2664
12212,12212
13528,13528
14628,14628
22574,22574
25872,25872
1545,1545
2202,2202
15206,15206
17233,17233
18158,18158
21317,21317
24271,24271
8547,8547
10791,10791
10919,10919
11275,11275
15600,15600
15608,15608
16644,16644
24568,24568
25996,25996
26098,26098
1059,1059
6154,6154
7725,7725
11125,11125
13705,13705
15435,15435
16039,16039
17821,17821
18540,18540
20536,20536
23529,23529
10588,10588
3916,3916
4525,4525
4952,4952
5352,5352
5729,5729
10490,10490
12101,12101
13801,13801
15311,15311
21754,21754
23134,23134
24614,24614
4493,4493
14627,14627
23720,23720
930,930
3946,3946
4760,4760
17189,17189
10463,10463
10526,10526
11788,11788
17746,17746
18189,18189
21438,21438
22611,22611
26038,26038
4195,4195
7069,7069
9098,9098
17721,17721
21723,21723
24587,24587
7895,7895
11863,11863
12110,12110
1000,1000
1149,1149
1694,1694
2115,2115
4575,4575
5605,5605
6288,6288
12016,12016
12070,12070
13469,13469
16101,16101
18250,18250
20667,20667
20716,20716
23107,23107
23344,23344
23939,23939
25402,25402
25948,25948
6963,6963
8374,8374
17465,17465
19865,19865
3006,3006
3630,3630
5901,5901
5953,5953
7911,7911
8730,8730
10406,10406
12874,12874
13177,13177
16817,16817
19723,19723
24885,24885
13653,13653
22599,22599
3265,3265
3998,3998
8513,8513
10501,10501
13029,13029
13622,13622
13682,13682
16324,16324
16640,16640
16749,16749
26059,26059
26065,26065
580,580
6431,6431
1877,1877
2042,2042
15880,15880
16967,16967
19710,19710
20014,20014
23163,23163
23225,23225
3683,3683
3845,3845
6748,6748
14664,14664
16065,16065
16963,16963
20650,20650
3804,3804
4032,4032
5194,5194
23137,23137
11495,11495
12842,12842
495,495
2742,2742
3965,3965
5622,5622
7855,7855
8928,8928
8968,8968
9458,9458
17968,17968
18375,18375
8335,8335
1104,1104
5427,5427
13322,13322
13529,13529
18619,18619
18751,18751
6494,6494
2526,2526
6364,6364
6857,6857
7853,7853
14976,14976
24781,24781
321,321
21853,21853
884,884
5469,5469
5575,5575
10183,10183
10966,10966
16624,16624
24699,24699
14308,14308
5166,5166
5597,5597
9066,9066
20787,20787
23836,23836
25050,25050
5287,5287
17273,17273
9283,9283
953,953
17794,17794
114,114
2348,2348
6631,6631
8854,8854
4290,4290
8200,8200
11113,11113
12302,12302
21017,21017
23297,23297
23066,23066
3765,3765
14500,14500
17918,17918
3418,3418
4798,4798
12866,12866
20196,20196
21663,21663
14020,14020
22203,22203
1600,1600
15905,15905
21635,21635
16543,16543
238,238
4793,4793
6218,6218
15516,15516
16553,16553
16563,16563
16565,16565
22964,22964
8442,8442
10412,10412
491,491
1124,1124
1818,1818
4552,4552
5739,5739
6823,6823
7882,7882
13328,13328
17039,17039
17082,17082
22028,22028
23454,23454
3681,3681
7126,7126
3547,3547
449,449
882,882
1405,1405
1498,1498
3033,3033
3048,3048
3511,3511
7091,7091
14707,14707
17245,17245
18340,18340
6804,6804
12260,12260
19624,19624
22826,22826
25491,25491
25844,25844
6184,6184
19161,19161
21831,21831
88,88
1995,1995
2338,2338
2530,2530
2535,2535
4355,4355
4755,4755
5210,5210
6340,6340
7197,7197
7635,7635
8727,8727
9313,9313
9656,9656
9869,9869
10350,10350
12507,12507
12710,12710
14648,14648
14766,14766
15010,15010
15244,15244
15245,15245
15457,15457
15933,15933
16654,16654
17807,17807
18225,18225
18453,18453
18778,18778
19114,19114
19446,19446
19645,19645
19939,19939
20346,20346
20576,20576
21178,21178
22504,22504
23712,23712
24453,24453
24718,24718
12308,12308
15935,15935
18276,18276
18904,18904
2190,2190
6172,6172
8592,8592
14933,14933
4249,4249
21718,21718
22290,22290
23441,23441
24113,24113
6421,6421
8224,8224
11182,11182
11696,11696
12286,12286
23423,23423
500,500
2085,2085
2568,2568
3099,3099
4468,4468
4631,4631
9892,9892
10358,10358
10458,10458
10615,10615
11011,11011
12074,12074
13971,13971
14079,14079
16754,16754
18783,18783
19612,19612
20552,20552
20553,20553
21032,21032
23355,23355
24454,24454
25086,25086
25180,25180
25785,25785
10539,10539
1497,1497
6724,6724
16890,16890
2630,2630
7563,7563
14403,14403
17392,17392
23503,23503
2558,2558
21910,21910
18910,18910
2511,2511
10986,10986
13318,13318
14051,14051
14414,14414
22119,22119
1006,1006
4351,4351
11372,11372
16414,16414
639,639
1941,1941
5227,5227
7015,7015
9647,9647
12852,12852
15846,15846
16333,16333
16347,16347
4576,4576
6941,6941
7206,7206
7485,7485
9389,9389
9426,9426
10246,10246
11026,11026
17953,17953
18946,18946
18983,18983
19013,19013
23458,23458
23986,23986
4697,4697
3007,3007
22082,22082
25537,25537
5695,5695
574,574
6971,6971
13282,13282
15409,15409
18745,18745
18758,18758
21497,21497
22366,22366
23714,23714
1153,1153
17501,17501
4183,4183
6010,6010
9862,9862
12370,12370
16834,16834
16853,16853
16899,16899
21199,21199
22299,22299
22309,22309
22620,22620
20248,20248
12679,12679
573,573
1430,1430
2072,2072
4966,4966
19493,19493
22278,22278
5769,5769
10896,10896
20915,20915
22848,22848
1347,1347
4782,4782
15582,15582
17472,17472
19707,19707
21930,21930
24835,24835
24959,24959
24009,24009
283,283
1880,1880
5505,5505
15959,15959
15961,15961
24444,24444
14316,14316
14690,14690
22254,22254
749,749
1373,1373
3607,3607
7245,7245
8031,8031
15907,15907
19164,19164
302,302
2335,2335
6702,6702
11490,11490
16108,16108
17174,17174
17924,17924
3999,3999
8211,8211
12373,12373
20059,20059
2155,2155
4283,4283
6408,6408
7715,7715
8920,8920
23256,23256
2607,2607
3450,3450
4588,4588
5130,5130
5353,5353
5835,5835
9450,9450
12165,12165
12722,12722
20003,20003
20184,20184
8376,8376
8888,8888
13067,13067
4213,4213
7045,7045
11892,11892
20645,20645
23264,23264
10600,10600
13493,13493
13496,13496
18788,18788
18791,18791
23394,23394
140,140
17304,17304
18587,18587
19404,19404
22462,22462
24122,24122
1078,1078
5164,5164
9387,9387
11640,11640
12545,12545
13371,13371
17116,17116
19741,19741
22149,22149
16331,16331
19184,19184
17843,17843
1685,1685
8134,8134
12687,12687
23409,23409
1321,1321
4433,4433
5125,5125
7625,7625
10895,10895
11899,11899
13711,13711
16162,16162
16475,16475
19167,19167
19387,19387
21089,21089
21727,21727
23863,23863
25565,25565
5060,5060
20660,20660
1608,1608
20030,20030
11447,11447
834,834
2490,2490
5570,5570
15625,15625
15917,15917
18140,18140
18790,18790
24110,24110
4466,4466
8505,8505
16357,16357
20116,20116
20148,20148
22899,22899
25710,25710
4068,4068
9517,9517
11400,11400
11630,11630
11700,11700
11733,11733
11951,11951
12268,12268
14093,14093
15685,15685
16006,16006
16495,16495
17135,17135
20169,20169
22188,22188
22189,22189
22621,22621
22811,22811
22975,22975
23110,23110
23509,23509
23552,23552
23805,23805
23806,23806
25557,25557
25562,25562
7801,7801
14089,14089
14967,14967
25215,25215
11868,11868
24023,24023
2559,2559
5543,5543
5767,5767
10931,10931
24097,24097
14952,14952
16953,16953
20191,20191
25934,25934
10467,10467
13175,13175
20892,20892
21816,21816
25209,25209
14371,14371
17443,17443
141,141
8408,8408
17286,17286
25827,25827
5246,5246
10524,10524
12337,12337
15419,15419
24,24
3858,3858
15066,15066
23161,23161
25378,25378
205,205
12389,12389
15718,15718
16506,16506
21650,21650
22502,22502
482,482
3411,3411
4428,4428
5392,5392
6317,6317
7541,7541
15664,15664
16469,16469
17665,17665
20424,20424
24734,24734
8206,8206
12865,12865
13384,13384
17688,17688
3826,3826
12369,12369
13498,13498
19111,19111
22239,22239
19084,19084
23943,23943
75,75
8807,8807
22530,22530
15353,15353
3449,3449
17950,17950
18522,18522
12135,12135
2475,2475
3209,3209
15973,15973
21928,21928
24765,24765
6219,6219
18160,18160
1833,1833
8177,8177
12107,12107
4819,4819
7863,7863
8596,8596
13635,13635
17848,17848
25152,25152
25408,25408
11891,11891
20243,20243
19233,19233
733,733
20597,20597
3171,3171
19149,19149
19340,19340
7824,7824
8815,8815
12065,12065
14558,14558
15306,15306
15400,15400
22528,22528
22832,22832
10969,10969
13321,13321
16958,16958
19109,19109
23346,23346
2848,2848
4896,4896
8666,8666
10552,10552
12884,12884
18511,18511
25988,25988
22371,22371
1058,1058
2614,2614
3730,3730
7449,7449
10801,10801
14661,14661
21321,21321
22376,22376
24295,24295
5485,5485
23870,23870
6638,6638
17754,17754
25674,25674
9273,9273
9325,9325
2783,2783
9408,9408
12927,12927
13310,13310
6264,6264
7204,7204
12247,12247
19433,19433
18867,18867
24943,24943
731,731
17359,17359
23558,23558
6828,6828
25319,25319
3953,3953
13196,13196
15568,15568
17163,17163
22954,22954
14606,14606
22144,22144
1840,1840
4713,4713
6824,6824
12492,12492
10478,10478
16675,16675
13859,13859
4141,4141
9267,9267
11052,11052
16091,16091
17755,17755
20053,20053
22395,22395
26168,26168
8378,8378
16607,16607
5116,5116
9629,9629
7087,7087
9984,9984
10153,10153
10543,10543
10967,10967
16336,16336
20435,20435
20479,20479
21433,21433
25569,25569
25783,25783
7039,7039
12166,12166
14970,14970
7277,7277
16766,16766
16770,16770
16858,16858
17113,17113
17389,17389
18408,18408
19089,19089
20033,20033
23429,23429
24578,24578
4724,4724
6904,6904
7452,7452
12491,12491
13369,13369
14346,14346
18065,18065
18271,18271
19244,19244
23989,23989
10983,10983
4642,4642
16708,16708
8231,8231
9616,9616
24149,24149
1519,1519
8768,8768
9937,9937
24270,24270
25435,25435
5181,5181
6316,6316
17235,17235
2870,2870
2536,2536
9207,9207
9732,9732
12654,12654
16041,16041
22555,22555
24753,24753
25870,25870
5830,5830
10991,10991
17306,17306
19924,19924
10923,10923
11821,11821
16013,16013
21469,21469
11944,11944
16429,16429
25784,25784
21608,21608
23092,23092
25571,25571
5444,5444
11734,11734
13931,13931
21549,21549
25615,25615
8476,8476
13388,13388
12739,12739
4847,4847
10842,10842
11293,11293
25125,25125
1672,1672
8079,8079
11461,11461
16755,16755
1711,1711
3174,3174
6726,6726
6813,6813
13703,13703
20046,20046
20854,20854
5411,5411
5503,5503
10390,10390
11186,11186
7522,7522
9944,9944
17086,17086
21341,21341
16010,16010
22696,22696
25585,25585
3526,3526
15786,15786
135,135
1776,1776
4102,4102
12311,12311
12675,12675
15816,15816
19945,19945
26176,26176
1550,1550
20952,20952
24280,24280
365,365
9511,9511
14552,14552
15585,15585
16906,16906
17187,17187
18579,18579
18736,18736
19791,19791
1229,1229
1862,1862
3194,3194
3532,3532
5400,5400
7154,7154
9946,9946
10381,10381
11107,11107
17934,17934
22721,22721
24129,24129
215,215
185,185
351,351
1074,1074
1858,1858
4512,4512
6892,6892
8280,8280
14542,14542
17751,17751
18095,18095
18143,18143
18649,18649
18943,18943
19573,19573
22601,22601
22793,22793
3877,3877
4354,4354
5412,5412
6544,6544
7357,7357
7719,7719
10477,10477
11445,11445
12788,12788
18185,18185
19246,19246
19463,19463
20780,20780
21861,21861
22284,22284
22741,22741
23514,23514
18161,18161
11093,11093
165,165
293,293
3228,3228
6556,6556
17194,17194
6524,6524
22436,22436
9504,9504
5359,5359
2915,2915
10956,10956
20089,20089
25358,25358
2350,2350
2385,2385
20783,20783
25405,25405
15209,15209
15669,15669
10807,10807
21466,21466
6832,6832
19557,19557
1090,1090
3990,3990
4635,4635
4759,4759
15166,15166
24860,24860
6375,6375
10519,10519
20230,20230
4775,4775
7095,7095
9138,9138
9432,9432
20229,20229
2926,2926
22275,22275
6023,6023
13624,13624
19682,19682
17859,17859
4023,4023
11902,11902
13647,13647
19146,19146
22699,22699
23622,23622
25057,25057
11617,11617
21029,21029
12040,12040
1217,1217
269,269
1150,1150
1611,1611
2165,2165
3944,3944
5488,5488
6033,6033
8128,8128
9974,9974
12735,12735
14430,14430
19877,19877
20495,20495
21638,21638
21708,21708
22242,22242
23233,23233
24126,24126
25648,25648
3501,3501
16278,16278
24705,24705
19355,19355
22018,22018
25660,25660
3312,3312
11493,11493
11032,11032
10719,10719
2200,2200
17729,17729
20052,20052
21830,21830
379,379
6064,6064
9439,9439
10907,10907
4638,4638
23909,23909
18237,18237
19219,19219
8630,8630
16521,16521
20517,20517
26005,26005
8774,8774
5209,5209
6943,6943
22748,22748
24057,24057
25902,25902
1014,1014
12112,12112
17440,17440
19150,19150
21027,21027
8087,8087
15523,15523
17339,17339
19711,19711
20307,20307
7829,7829
5360,5360
19544,19544
715,715
16554,16554
6095,6095
7446,7446
25236,25236
2852,2852
12599,12599
25056,25056
25721,25721
11638,11638
7246,7246
17240,17240
25091,25091
13970,13970
80,80
8742,8742
23063,23063
19903,19903
25469,25469
2851,2851
11416,11416
23751,23751
8552,8552
1595,1595
1910,1910
2293,2293
4135,4135
4554,4554
9316,9316
16498,16498
17939,17939
21587,21587
24160,24160
25354,25354
8305,8305
22771,22771
1736,1736
1914,1914
7586,7586
14424,14424
19462,19462
3654,3654
11557,11557
14154,14154
15477,15477
15882,15882
281,281
5241,5241
9471,9471
20765,20765
3948,3948
4013,4013
25516,25516
25684,25684
546,546
8641,8641
19922,19922
887,887
3721,3721
9634,9634
14781,14781
18972,18972
25321,25321
8074,8074
13164,13164
14541,14541
15127,15127
18524,18524
16230,16230
20702,20702
25225,25225
70,70
4727,4727
15559,15559
123,123
23240,23240
3980,3980
16962,16962
3821,3821
17991,17991
3875,3875
2080,2080
4069,4069
5385,5385
1968,1968
9082,9082
9306,9306
15942,15942
1588,1588
2805,2805
8063,8063
9419,9419
5827,5827
6351,6351
6527,6527
10881,10881
5367,5367
14983,14983
19144,19144
24183,24183
2184,2184
3193,3193
4371,4371
15998,15998
23866,23866
26004,26004
11822,11822
21016,21016
21169,21169
2936,2936
10354,10354
18905,18905
21563,21563
15198,15198
18067,18067
18297,18297
19781,19781
10186,10186
1327,1327
6738,6738
10825,10825
25863,25863
4382,4382
2789,2789
6641,6641
15920,15920
18233,18233
24582,24582
24583,24583
6583,6583
15960,15960
15974,15974
17564,17564
18782,18782
23883,23883
14033,14033
25383,25383
22197,22197
9255,9255
20065,20065
22917,22917
23910,23910
25572,25572
25582,25582
193,193
9993,9993
10819,10819
11231,11231
12149,12149
20129,20129
23114,23114
4878,4878
5184,5184
8643,8643
11967,11967
21779,21779
24503,24503
24942,24942
11442,11442
13651,13651
81,81
1029,1029
3819,3819
869,869
3618,3618
14709,14709
122,122
6530,6530
6707,6707
6911,6911
15479,15479
3524,3524
19927,19927
19350,19350
25959,25959
7281,7281
25597,25597
727,727
8471,8471
16649,16649
18331,18331
19469,19469
1105,1105
14985,14985
17911,17911
26127,26127
20215,20215
21333,21333
18625,18625
7584,7584
12049,12049
12763,12763
17382,17382
408,408
13834,13834
17149,17149
23267,23267
5843,5843
11213,11213
25877,25877
5361,5361
18097,18097
272,272
2912,2912
11811,11811
11840,11840
19012,19012
20305,20305
4483,4483
6175,6175
6266,6266
8215,8215
8310,8310
21401,21401
4673,4673
7475,7475
11426,11426
23673,23673
26088,26088
2797,2797
9314,9314
12291,12291
12639,12639
13292,13292
13320,13320
12664,12664
1109,1109
9126,9126
10655,10655
11610,11610
12742,12742
18445,18445
4052,4052
195,195
17208,17208
19168,19168
20119,20119
21929,21929
17589,17589
6533,6533
8155,8155
14165,14165
24204,24204
25911,25911
24506,24506
24595,24595
9483,9483
25250,25250
1258,1258
12032,12032
12797,12797
21584,21584
6434,6434
21162,21162
10879,10879
11925,11925
15082,15082
18595,18595
8787,8787
11979,11979
16274,16274
22722,22722
183,183
3982,3982
9090,9090
17543,17543
18723,18723
21090,21090
24589,24589
23145,23145
7573,7573
8193,8193
16576,16576
16889,16889
18521,18521
21391,21391
244,244
1353,1353
3286,3286
4765,4765
16900,16900
18030,18030
22246,22246
3752,3752
4650,4650
15971,15971
24174,24174
16765,16765
17017,17017
17161,17161
8925,8925
16505,16505
20255,20255
21450,21450
3743,3743
839,839
2394,2394
5848,5848
7098,7098
12642,12642
21184,21184
23149,23149
4442,4442
7935,7935
25896,25896
12406,12406
16485,16485
3034,3034
6156,6156
18381,18381
19686,19686
20335,20335
22523,22523
2451,2451
2341,2341
3508,3508
12641,12641
13068,13068
23723,23723
9713,9713
1963,1963
4302,4302
8475,8475
19022,19022
26181,26181
364,364
396,396
13616,13616
15214,15214
23266,23266
21927,21927
6626,6626
10805,10805
25069,25069
25628,25628
2239,2239
10652,10652
17984,17984
22147,22147
22979,22979
24592,24592
